Event Id | Investigation Type | Accident Number | Event Date | Location | Country | Latitude | Longitude | Airport Code | Airport Name | Injury Severity | Aircraft Damage | Aircraft Category | Registration Number | Make | Model | Amateur Built | Number of Engines | Engine Type | FAR Description | Schedule | Purpose of Flight | Air Carrier | Total Fatal Injuries | Total Serious Injuries | Total Minor Injuries | Total Uninjured | Weather Condition | Broad Phase of Flight | Report Status | Publication Date | 
20150610X80622 | Incident | DCA15WA130 | 06/07/2015 | Turin, Italy | Italy |  |  |  |  | Incident | Minor | Airplane |  | BOEING | 737 - 4D7 | No |  |  |  |  |  |  |  |  |  | 160 |  | TAKEOFF | Foreign |  | 
20150608X15812 | Accident | CEN15WA260 | 06/07/2015 | Zagreb, Croatia | Croatia | 45.822223 | 16.496944 |  | N/A | Fatal(2) | Destroyed | Airplane |  | VANS | RV-7A | Yes |  |  | Non-U.S., Non-Commercial |  |  |  | 2 |  |  |  | VMC | MANEUVERING | Foreign |  | 
20150714X25655 | Accident | GAA15CA179 | 06/06/2015 | Addison, TX | United States | 32.968056 | -96.836111 | ADS | ADDISON | Non-Fatal | Substantial | Airplane | N178AF | CESSNA | 172R | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 1 | VMC | LANDING | Probable Cause | 08/12/2015 | 
20150625X44335 | Accident | GAA15CA136 | 06/06/2015 | Cottonwood Falls, KS | United States | 38.358056 | -96.543889 | 9K0 | COTTONWOOD FALLS | Non-Fatal | Substantial | Airplane | N2536L | CESSNA | 172H | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | TAKEOFF | Probable Cause | 08/11/2015 | 
20150616X42412 | Accident | GAA15CA125 | 06/06/2015 | Waterloo, IA | United States | 42.562778 | -92.401944 | ALO | WATERLOO RGNL | Non-Fatal | Substantial | Airplane | N5067E | CESSNA | 180B | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | TAKEOFF | Probable Cause | 08/11/2015 | 
20150609X84508 | Accident | GAA15CA112 | 06/06/2015 | Vichey, MO | United States | 38.127500 | -91.769445 | KVIH | Rolla National | Non-Fatal | Substantial | Airplane | N180SA | CESSNA | 180 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | LANDING | Probable Cause | 07/23/2015 | 
20150619X15215 | Accident | ERA15LA244 | 06/06/2015 | Monroe, NC | United States | 35.017500 | -80.621945 | EQY | Charlotte-Monroe Executive | Non-Fatal | Substantial | Airplane | N323RP | RADDATZ STEVE | RV 8 | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | LANDING | Preliminary | 07/30/2015 | 
20150608X53453 | Accident | CEN15WA262 | 06/06/2015 | Baldwin, FN | United States |  |  |  |  | Fatal(1) | Substantial | Helicopter |  | BELL HELICOPTER CO | 206B | No | 1 | Turbo Shaft |  |  |  |  | 1 |  |  |  |  | UNKNOWN | Foreign |  | 
20150608X64926 | Accident | CEN15LA263 | 06/06/2015 | Alpine, TX | United States | 30.367500 | -103.683611 |  | N/A | Non-Fatal | Substantial | Airplane | N274AJ | BELCHER JIM B | ZENITH 601XLB | Yes |  |  | Part 91: General Aviation |  | Flight Test |  |  |  | 1 |  | VMC |  | Preliminary | 06/09/2015 | 
20150608X03821 | Accident | CEN15LA258 | 06/06/2015 | Haskell, OK | United States | 35.834166 | -95.665833 | 2K9 | HASKELL | Non-Fatal | Substantial | Unknown | N535CT | FLIGHT DESIGN GMBH | CTSW | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 2 |  | VMC | TAKEOFF | Preliminary | 06/16/2015 | 
20150610X83303 | Accident | ANC15CA038 | 06/06/2015 | Talkeetna, AK | United States | 62.321667 | -150.093889 | TKA | TALKEETNA | Non-Fatal | Substantial | Airplane | N1002H | MAULE | M 7-235B | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | LANDING | Probable Cause | 08/11/2015 | 
20150609X25728 | Accident | GAA15CA111 | 06/05/2015 | Clewiston, FL | United States | 26.735833 | -81.051944 | 2IS | AIRGLADES | Non-Fatal | Substantial | Airplane | N29415 | CESSNA | 177 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | LANDING | Probable Cause | 07/23/2015 | 
20150623X83943 | Accident | ERA15WA246 | 06/05/2015 | Patrocínio Municipality,Minas Gerais, Brazil | Brazil | -18.922500 | -47.391389 |  | N/A | Fatal(1) | Substantial | Airplane |  | PIPER | PA-25-235 | No |  |  | Non-U.S., Non-Commercial |  | Unknown |  | 1 |  |  |  | VMC | MANEUVERING | Foreign |  | 
20150605X52542 | Incident | ENG15IA024 | 06/05/2015 | Windsor Locks, CT | United States | 41.939166 | -72.683334 | BDL | BRADLEY INTL | Incident | Minor | Airplane | N363PH | BOMBARDIER INC | DHC 8 | No | 2 | Turbo Prop | Part 121: Air Carrier | SCHD |  | CHAMPLAIN ENTERPRISES INC (DBA: CommutAir - United Express) |  |  |  | 37 | VMC | APPROACH | Preliminary | 06/16/2015 | 
20150605X23836 | Accident | CEN15FA257 | 06/05/2015 | Eagle, CO, CO | United States | 39.641389 | -106.904167 | EGE | EAGLE COUNTY RGNL | Fatal(1) | Substantial | Airplane | N914FM | MORSE FRANK L | REBEL | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 1 | 1 |  |  |  | GO-AROUND | Preliminary | 06/10/2015 | 
20150605X24005 | Accident | CEN15FA255 | 06/05/2015 | Raton, NM | United States | 36.716389 | -104.133334 |  | N/A | Fatal(2) | Substantial | Airplane | N162WR | CUB CRAFTERS | CC18-180 | No | 1 | Reciprocating | Public Use |  | Public Aircraft - Federal |  | 2 |  |  |  | VMC | MANEUVERING | Preliminary | 06/09/2015 | 
20150608X22816 | Accident | CEN15CA261 | 06/05/2015 | Sikeston, MO | United States | 36.898889 | -89.561667 |  | N/A | Non-Fatal | Substantial | Gyrocraft | N229MG | BREWER | SPORTCOPTER VOTEX M | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 1 |  | VMC | LANDING | Factual | 09/09/2015 | 
20150611X71659 | Accident | GAA15CA118 | 06/04/2015 | Lancaster, NY | United States | 42.921945 | -78.613056 | BQR | BUFFALO-LANCASTER RGNL | Non-Fatal | Substantial | Airplane | N9818A | CESSNA | 195 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | LANDING | Probable Cause | 07/23/2015 | 
20150608X13827 | Accident | GAA15CA108 | 06/04/2015 | Springhill, LA | United States | 32.978611 | -93.409167 | SPH | SPRINGHILL | Non-Fatal | Substantial | Airplane | N74304 | GRUMMAN AMERICAN AVN. CORP. | AA 5B | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | LANDING | Probable Cause | 07/23/2015 | 
20150605X12418 | Accident | GAA15CA107 | 06/04/2015 | Hay, WA | United States | 46.604444 | -117.875556 |  | N/A | Non-Fatal | Substantial | Airplane | N7860D | PIPER | PA 18A 150 | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC | LANDING | Probable Cause | 07/23/2015 | 
20150609X24538 | Accident | ERA15WA235 | 06/04/2015 | Puerto Gaitan, Colombia | Colombia | 4.210000 | -70.810556 |  | N/A | Fatal(1) | Substantial | Airplane |  | CESSNA | A188 | No |  | Reciprocating | Non-U.S., Non-Commercial |  | Aerial Application |  | 1 |  |  |  | VMC | MANEUVERING | Foreign |  | 
20150609X40345 | Accident | ANC15LA037 | 06/04/2015 | Skwentna, AK | United States | 61.966111 | -151.187500 |  | N/A | Non-Fatal | Substantial | Airplane | N3125N | DEHAVILLAND | OTTER DHC 3 |  |  | Turbo Prop | Part 135: Air Taxi & Commuter | NSCH |  | BARBER, JACK B (DBA: ALASKA AIR TAXI LLC) |  |  |  | 1 | IMC |  | Preliminary | 06/10/2015 | 
20150608X04410 | Accident | ANC15LA035 | 06/04/2015 | McCarthy, AK | United States | 61.456667 | -142.471389 | 15Z | MC CARTHY | Fatal(1) | Minor | Airplane | N985W | PIPER | PA 18-150 | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  | 1 |  |  |  | VMC | STANDING | Factual | 09/08/2015 | 
20150605X84653 | Accident | GAA15CA106 | 06/03/2015 | Palm Springs, CA | United States | 33.828889 | -116.506944 | PSP | PALM SPRINGS INTL | Non-Fatal | Substantial | Airplane | N759ZK | CESSNA | 182Q | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | LANDING | Probable Cause | 07/23/2015 | 
20150604X20332 | Accident | GAA15CA105 | 06/03/2015 | Sharpsville, IN | United States | 40.390277 | -86.150000 | N/A | Private Airstrip | Non-Fatal | Substantial | Airplane | N51120 | RANS | S 12XL | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | TAKEOFF | Probable Cause | 07/29/2015 | 
20150608X10557 | Accident | CEN15LA259 | 06/03/2015 | Delaplaine, AR | United States | 36.233611 | -90.726667 |  |  | Non-Fatal | Substantial | Airplane | N8402K | GULFSTREAM-SCHWEIZER A/C CORP | GULFSTREAM AM G 164B | No |  | Turbo Prop | Part 137: Agricultural |  | Aerial Application |  |  | 1 |  |  | VMC | TAKEOFF | Preliminary | 06/16/2015 | 
20150605X00049 | Accident | CEN15LA253 | 06/03/2015 | Lamy, NM | United States | 35.480834 | -105.856389 |  | N/A | Fatal(1) | Destroyed | Glider | N297JS | SCHLEICHER | ASW27 - 18E | No |  |  | Part 91: General Aviation |  | Personal |  | 1 |  |  |  |  |  | Preliminary | 06/09/2015 | 
20150602X50343 | Accident | WPR15LA176 | 06/02/2015 | Blythe, CA | United States | 33.588611 | -114.666111 |  | N/A | Fatal(1) | Destroyed | Airplane | N4018Q | AYRES CORPORATION | S2R T34 | No | 1 | Turbo Prop | Part 137: Agricultural |  | Aerial Application |  | 1 |  |  |  | VMC | MANEUVERING | Preliminary | 06/15/2015 | 
20150603X50616 | Accident | WPR15LA175 | 06/02/2015 | Fresno, CA | United States | 36.735555 | -119.823611 | FCH | FRESNO CHANDLER EXECUTIVE | Non-Fatal | Substantial | Airplane | N3567H | MOONEY AIRCRAFT CORP. | M20K | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC |  | Preliminary | 06/29/2015 | 
20150602X91804 | Accident | ERA15LA231 | 06/02/2015 | Siler City, NC | United States | 35.703889 | -79.504444 | SCR | Siler City Municipal Airport | Fatal(1) | Substantial | Airplane | N985K | BEECH | A36 | No |  |  | Part 91: General Aviation |  | Personal |  | 1 | 1 |  |  | IMC | APPROACH | Preliminary | 07/07/2015 | 
20150605X54243 | Accident | CEN15WA256 | 06/02/2015 | Half Moon Caye, Belize | Belize |  |  |  |  | Unavailable |  | Airplane |  | CESSNA | 180 - UNDESIGNAT | No |  |  |  |  |  |  |  |  |  |  |  | CRUISE | Foreign |  | 
20150603X52324 | Accident | CEN15WA251 | 06/02/2015 | Queretaro, Mexico | Mexico |  |  |  |  | Fatal(5) | Destroyed | Airplane |  | M7 AEROSPACE LLC | SA226 - TC | No |  |  |  |  |  |  | 5 |  |  |  |  | UNKNOWN | Foreign |  | 
20150602X70621 | Accident | CEN15FA249 | 06/02/2015 | Oshkosh, WI | United States | 43.992500 | -88.545833 |  | N/A | Fatal(2) | Substantial | Airplane | N123SX | MONNETT JOHN T JR | SONEX SA | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 2 |  |  |  | VMC | TAKEOFF | Preliminary | 06/09/2015 | 
20150604X51830 | Accident | WPR15LA177 | 06/01/2015 | Dewey, AZ | United States | 34.527500 | -112.225278 |  | N/A | Non-Fatal | Substantial | Helicopter | N73AW | BELL | 206 L4 | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Ferry |  |  |  |  | 1 | VMC |  | Preliminary | 06/15/2015 | 
20150602X05750 | Accident | WPR15FA174 | 06/01/2015 | Livermore, CA | United States | 37.720834 | -121.760000 | LVK | Livermore | Fatal(1) | Destroyed | Airplane | N1348C | PIPER | PA 22-135 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 1 |  |  |  | VMC | MANEUVERING | Preliminary | 06/10/2015 | 
20150602X33357 | Accident | ERA15LA232 | 06/01/2015 | Grove Hill, AL | United States | 31.665556 | 87.769445 | 3A0 | Grove Hill Municipal Airport | Non-Fatal | Substantial | Airplane | N29JR | BEECH | A23 24 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC |  | Preliminary | 06/22/2015 | 
20150601X53116 | Accident | ERA15LA230 | 06/01/2015 | Panama City Beach, FL | United States |  |  |  | N/A | Non-Fatal | Substantial | Airplane | N59AT | SEA & SKY INC DBA KRUCKER ACFT | CYGNET | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  | 1 |  |  | VMC | CLIMB | Preliminary | 06/10/2015 | 
20150609X35832 | Accident | ANC15WA036 | 06/01/2015 | Sikanni Chief, Canada | Canada |  |  |  | N/A | Fatal(2) | Destroyed | Airplane | N759AS | CESSNA | 182 |  | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 2 |  |  |  | UNK |  | Foreign |  | 
20150604X72128 | Accident | WPR15LA178 | 05/31/2015 | Cove, OR | United States | 45.501111 | -118.355833 |  | N/A | Non-Fatal | Substantial | Helicopter | N462CC | GARLICK HELICOPTERS INC | UH 1H | No | 1 | Turbo Shaft | Part 133: Rotorcraft Ext. Load |  | External Load |  |  |  |  | 1 | VMC | MANEUVERING | Preliminary | 06/15/2015 | 
20150601X40521 | Accident | WPR15CA173 | 05/31/2015 | Ismay, MT | United States | 46.500000 | -104.800000 | PVT | Baldwin Ranch Strip | Non-Fatal | Substantial | Airplane | N9987J | CESSNA | T188C | No |  | Reciprocating | Part 137: Agricultural |  | Aerial Application |  |  |  |  | 1 | VMC | TAKEOFF | Probable Cause | 07/23/2015 | 
20150602X11035 | Accident | GAA15LA101 | 05/31/2015 | Archer City, TX | United States | 33.519723 | -98.656111 |  | N/A | Non-Fatal | Substantial | Airplane | N120TF | AIR TRACTOR INC | AT 502B | No | 1 | Turbo Prop | Part 137: Agricultural |  | Aerial Application |  |  | 1 |  |  | VMC | MANEUVERING | Factual | 09/04/2015 | 
20150605X50246 | Accident | ERA15WA233B | 05/31/2015 | Corropoli, Italy | Italy | 42.804444 | 13.946389 |  | Corropoli | Fatal(1) | Destroyed | Airplane |  | VANS | RV-7 | Yes |  |  | Non-U.S., Non-Commercial |  | Air Race/Show |  | 1 |  | 1 |  | VMC |  | Foreign |  | 
20150605X50246 | Accident | ERA15WA233A | 05/31/2015 | Corropoli, Italy | Italy | 42.804444 | 13.946389 |  | Corropoli | Fatal(1) | Destroyed | Airplane |  | VANS | RV8 | Yes |  |  | Non-U.S., Non-Commercial |  | Air Race/Show |  | 1 |  | 1 |  | VMC |  | Foreign |  | 
20150601X95028 | Accident | ANC15LA034 | 05/31/2015 | Skwentna, AK | United States | 61.701389 | -150.936111 |  | N/A | Non-Fatal | Substantial | Airplane | N2828P | PIPER | PA 22 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 1 |  | VMC | MANEUVERING | Probable Cause | 09/08/2015 | 
20150601X13437 | Accident | ANC15LA033B | 05/31/2015 | Talkeetna, AK | United States | 62.324723 | -150.089166 | TKA | TALKEETNA | Non-Fatal | Substantial | Airplane | N8525U | CESSNA | 172 | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  | 1 | 1 | 4 | VMC | APPROACH | Preliminary | 06/04/2015 | 
20150601X13437 | Accident | ANC15LA033A | 05/31/2015 | Talkeetna, AK | United States | 62.324723 | -150.089166 | TKA | TALKEETNA | Non-Fatal | Substantial | Airplane | N1694M | CESSNA | 185 | No | 1 |  | Part 135: Air Taxi & Commuter | NSCH |  | TALKEETNA AIR TAXI INC |  | 1 | 1 | 4 | VMC | APPROACH | Preliminary | 06/04/2015 | 
20150601X03737 | Accident | WPR15LA170 | 05/30/2015 | Hurricane, UT | United States | 37.140277 | 113.306111 | 1L8 | Hurricane | Non-Fatal | Substantial | Airplane | N747N | DUENAS | PULSAR III | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  | 1 |  |  | VMC | MANEUVERING | Preliminary | 06/15/2015 | 
20150610X15810 | Accident | GAA15CA115 | 05/30/2015 | Mocksville, NC | United States | 35.985833 | -80.511667 | 5NC2 | SUGAR VALLEY | Non-Fatal | Substantial | Airplane | N2305J | SMILEY JAMES E | RAG WING RW-6 | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 1 |  | VMC | TAKEOFF | Probable Cause | 07/23/2015 | 
20150603X42135 | Accident | GAA15CA104 | 05/30/2015 | Harlingen, TX | United States | 26.224167 | -97.656944 | HRL | VALLEY INTL | Non-Fatal | Substantial | Airplane | N8126S | CESSNA | 150F | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 1 | VMC | LANDING | Probable Cause | 07/23/2015 | 
20150601X02207 | Accident | GAA15CA098 | 05/30/2015 | Mocksville, NC | United States | 36.023889 | -80.517223 | 43NC | BAHNSON | Non-Fatal | Substantial | Glider | N8683R | SCHWEIZER | SGS 1 26B | No |  |  | Part 91: General Aviation |  | Instructional |  |  |  |  | 1 | VMC | LANDING | Probable Cause | 07/29/2015 | 
20150602X63158 | Accident | CEN15WA248 | 05/30/2015 | Grenchen, Switzerland | Switzerland |  |  | LSZG | Grenchen Airport | Non-Fatal | Substantial | Airplane |  | PIPER | PA-28RT-201T | No |  |  | Non-U.S., Commercial |  |  |  |  |  |  | 3 | VMC | LANDING | Foreign |  | 
20150601X02726 | Accident | ANC15FA032 | 05/30/2015 | Bethel, AK | United States |  |  |  | N/A | Fatal(1) | Substantial | Airplane | N1653U | CESSNA | 207 | No | 1 | Reciprocating | Part 91: General Aviation |  | Other Work Use |  | 1 |  |  |  | VMC | CRUISE | Preliminary | 06/05/2015 | 
20150605X64827 | Accident | WPR15LA179 | 05/29/2015 | Glendale, AZ | United States | 33.522778 | -112.290555 | GEU | Glendale Municipal Airport | Non-Fatal | Substantial | Airplane | N44508 | BURR | EXPRESS 2000 RG | Yes |  | Turbo Prop | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | LANDING | Preliminary | 06/19/2015 | 
20150616X92507 | Accident | GAA15CA124 | 05/29/2015 | Sunriver, OR | United States | 43.875000 | -121.453611 | S21 | SUNRIVER | Non-Fatal | Substantial | Airplane | N2984B | BEECH | D35 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 3 | VMC | LANDING | Probable Cause | 08/12/2015 | 
20150602X51758 | Accident | GAA15CA102 | 05/29/2015 | Caledonia, MI | United States | 42.822500 | -85.491389 |  | N/A | Non-Fatal | Substantial | Helicopter | N206ED | BELL | 206 - B11 | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Aerial Observation |  |  |  |  | 2 | VMC | MANEUVERING | Probable Cause | 07/23/2015 | 
20150531X02741 | Accident | ERA15LA228 | 05/29/2015 | Churchville, MD | United States | 39.562778 | -76.205000 | 0W3 | HARFORD COUNTY | Non-Fatal | Substantial | Airplane | N2009B | LUSCOMBE | 8A | No |  | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 1 |  | VMC | APPROACH | Preliminary | 06/11/2015 | 
20150530X04313 | Accident | CEN15FA245 | 05/29/2015 | Plainview, TX | United States |  |  |  |  | Fatal(3) | Destroyed | Airplane | N221D | BEECH | A36 | No |  |  | Part 91: General Aviation |  | Personal |  | 3 |  |  |  |  | TAKEOFF | Preliminary | 06/09/2015 | 
20150601X34243 | Accident | WPR15WA172 | 05/28/2015 | Mitchell, Australia | Australia | -25.476945 | 148.120278 |  |  | Fatal(1) | Substantial | Helicopter |  | ROBINSON | R22 - BETA | No |  |  |  |  |  |  | 1 |  |  |  |  | MANEUVERING | Foreign |  | 
20150611X72534 | Accident | GAA15CA119 | 05/28/2015 | Beaver Falls, PA | United States | 40.772500 | -80.391389 | BVI | BEAVER COUNTY | Non-Fatal | Substantial | Airplane | N984WU | CESSNA | 172R | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 1 | VMC | LANDING | Probable Cause | 08/12/2015 | 
20150602X91946 | Accident | GAA15CA099 | 05/28/2015 | State College, PA | United States | 40.854444 | -77.840277 | UNV | UNIVERSITY PARK | Non-Fatal | Substantial | Airplane | N2254U | CESSNA | 172 - R | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 1 | VMC | APPROACH | Probable Cause | 07/23/2015 | 
20150529X71134 | Accident | GAA15CA097 | 05/28/2015 | Fort Pierre, SD | United States | 44.493889 | -100.746111 |  | N/A | Non-Fatal | Substantial | Helicopter | N112SH | BELL | 47G 3B 1 | No | 1 | Turbo Shaft | Part 137: Agricultural |  | Aerial Application |  |  |  |  | 1 | VMC |  | Probable Cause | 07/23/2015 | 
20150528X10623 | Accident | GAA15CA096 | 05/28/2015 | Grand Junction, CO | United States | 39.122500 | -108.526667 |  | N/A | Non-Fatal | Substantial | Airplane | N6175C | AERO VODOCHODY | L39 | No | 1 | Turbo Fan | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | CRUISE | Probable Cause | 08/12/2015 | 
20150602X92012 | Accident | CEN15LA247 | 05/28/2015 | Horseshoe Bay, TX | United States | 30.526945 | -98.358889 | DZB | Horseshoe Bay Resort Airport | Non-Fatal | Destroyed | Airplane | N224TB | RAYTHEON AIRCRAFT COMPANY | G36 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  | 1 |  |  | VMC | TAKEOFF | Preliminary | 06/02/2015 | 
20150601X25645 | Accident | CEN15CA246 | 05/28/2015 | Winnsboro, LA | United States | 32.268611 | -91.698055 | 05LA | Greg's Flying Service | Non-Fatal | Substantial | Airplane | N1036S | AIR TRACTOR INC | AT 502 | No | 1 | Turbo Prop | Part 137: Agricultural |  | Aerial Application |  |  |  |  | 1 | VMC | LANDING | Probable Cause | 09/11/2015 | 
20150527X24117 | Accident | WPR15LA168 | 05/27/2015 | Wasco, CA | United States |  |  |  | N/A | Fatal(1) | Substantial | Helicopter | N138HA | HILLER | UH 12E |  |  |  | Part 137: Agricultural |  | Aerial Application |  | 1 |  |  |  | VMC | MANEUVERING | Preliminary | 06/10/2015 | 
20150602X03913 | Accident | GAA15CA100 | 05/27/2015 | Richfield, UT | United States | 38.736111 | -112.100278 | RIF | RICHFIELD MUNI | Non-Fatal | Substantial | Airplane | N16708 | CESSNA | 305 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | LANDING | Probable Cause | 07/23/2015 | 
20150528X55511 | Accident | ERA15LA224 | 05/27/2015 | Melbourne, FL | United States | 28.106944 | -80.659722 | MLB | MELBOURNE INTL | Non-Fatal | Substantial | Airplane | N1732M | CESSNA | 337F | No | 2 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | TAXI | Preliminary | 06/08/2015 | 
20150618X30530 | Accident | DCA15CA136 | 05/27/2015 | Windsor Locks, CT | United States |  |  |  |  |  |  |  | G-VIIY | BOEING | 777 - 236 |  |  |  |  |  |  |  |  |  |  |  |  |  | Preliminary |  | 
20150603X40424 | Accident | CEN15LA250 | 05/27/2015 | Pine Bluffs, WY | United States | 41.152500 | 104.134722 | 82V | Pine Bluffs Municipal | Non-Fatal | Substantial | Airplane | N1965J | CESSNA | T188C | No | 1 | Reciprocating | Part 137: Agricultural |  | Aerial Application |  |  |  |  | 1 | VMC | LANDING | Factual | 09/01/2015 | 
20150528X13617 | Accident | CEN15LA242 | 05/27/2015 | Superior, WI | United States | 46.689722 | -92.094722 | SUW | RICHARD I BONG | Non-Fatal | Substantial | Airplane | N102EC | BELLANCA | 8KCAB | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | TAKEOFF | Probable Cause | 09/08/2015 | 
20150528X20204 | Accident | ANC15CA031 | 05/27/2015 | Palmer, AK | United States | 61.599444 | -149.087500 | PAAQ | Palmer Airport | Non-Fatal | Substantial | Airplane | N84116 | AERONCA | 7EC | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC | LANDING | Probable Cause | 08/11/2015 | 
20150527X73939 | Accident | GAA15CA089 | 05/26/2015 | Polson, MT | United States | 47.691111 | -114.377223 |  | N/A | Non-Fatal | Substantial | Airplane | N53141 | CESSNA | 188 | No | 1 | Reciprocating | Part 137: Agricultural |  | Aerial Application |  |  |  |  | 1 | VMC | MANEUVERING | Probable Cause | 07/29/2015 | 
20150529X50810 | Accident | CEN15LA243 | 05/26/2015 | Tulia, TX | United States | 34.480000 | -101.920000 |  | N/A | Non-Fatal | Substantial | Airplane | N4645T | CESSNA | TR182 | No |  | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC |  | Preliminary | 06/16/2015 | 
20150527X90354 | Accident | ANC15CA030 | 05/26/2015 | Port Alsworth, AK | United States | 60.000000 | -154.000000 |  | N/A | Non-Fatal | Substantial | Airplane | N888KD | CESSNA | U206G | No | 1 | Reciprocating | Part 91: General Aviation |  | Business |  |  |  | 1 | 2 | VMC | CRUISE | Probable Cause | 09/11/2015 | 
20150528X71717 | Accident | GAA15CA095 | 05/25/2015 | Honesdale, PA | United States | 41.515556 | -75.251667 | N30 | CHERRY RIDGE | Non-Fatal | Substantial | Airplane | N759EB | CESSNA | 182Q | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | LANDING | Probable Cause | 07/23/2015 | 
20150528X62240 | Accident | GAA15CA094 | 05/25/2015 | Galion, OH | United States | 40.752778 | -82.724445 | GQQ | GALION MUNI | Non-Fatal | Substantial | Airplane | N25AW | CESSNA | 182E | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 5 | VMC | LANDING | Probable Cause | 07/08/2015 | 
20150527X02635 | Accident | GAA15CA090 | 05/25/2015 | Casselton, ND | United States | 46.839444 | -97.183889 |  | N/A | Non-Fatal | Substantial | Airplane | N4793Y | PIPER | PA 25-260 | No | 1 | Reciprocating | Part 137: Agricultural |  | Aerial Application |  |  |  | 1 |  | VMC |  | Probable Cause | 07/23/2015 | 
20150527X11828 | Accident | ERA15CA222 | 05/25/2015 | Mitchellville, MD | United States | 38.944722 | -76.773056 | W00 | FREEWAY | Non-Fatal | Substantial | Airplane | N6155K | CESSNA | 172P | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | LANDING | Probable Cause | 06/09/2015 | 
20150527X52921 | Incident | DCA15WA127 | 05/25/2015 | Oslo, Norway | Norway |  |  |  |  | Incident |  | Airplane |  | BOEING | 737 - 883 | No |  |  |  |  |  |  |  |  |  |  |  | LANDING | Foreign |  | 
20150526X21408 | Accident | CEN15LA241 | 05/25/2015 | Hamilton, TX | United States | 31.770000 | 97.930000 |  | N/A | Non-Fatal | Substantial | Airplane | N725HP | GARRATT MANSFIELD W | LANCAIR 4PT | Yes |  |  | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | MANEUVERING | Preliminary | 05/26/2015 | 
